User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders, Amount 
1001101,Gibson,P00234742,F,36-45,40,0,Uttar Pradesh,Central,Banking,Auto,3," $23,456 "
1004736,Mahima,P00058042,F,18-25,25,1,Andhra Pradesh,Southern,Banking,Auto,4," $23,451 "
1004037,Etezadi,P00190542,M,51-55,54,1,Andhra Pradesh,Southern,Govt,Hand & Power Tools,2," $23,434 "
1002340,James,P00119642,F,36-45,39,1,Andhra Pradesh,Southern,Aviation,Auto,3," $23,389 "
1005664,Dean,P00111642,F,18-25,20,0,Andhra Pradesh,Southern,Aviation,Auto,2," $23,365 "
1002523,Aman,P00293342,F,26-35,32,1,Andhra Pradesh,Southern,Food Processing,Auto,3," $23,326 "
1002503,Mousam,P00220042,F,36-45,36,0,Andhra Pradesh,Southern,Automobile,Auto,2," $23,314 "
1002638,Damala,P00346242,F,26-35,35,1,Maharashtra,Western,Media,Auto,2," $23,306 "
1004505,Daniels,P00080042,F,51-55,55,1,Andhra Pradesh,Southern,Healthcare,Auto,4," $23,302 "
1004957,Inderpreet,P00111842,M,26-35,27,1,Jharkhand,Eastern,Govt,Auto,1," $23,285 "
1005649,Sweta,P00238542,M,18-25,20,1,Delhi,Central,Media,Auto,1," $23,281 "
1004508,Phonely,P00048742,F,26-35,32,0,Andhra Pradesh,Southern,Aviation,Auto,1," $23,270 "
1002520,Mike,P00310342,M,55+,72,1,Himachal Pradesh,Northern,Media,Auto,4," $23,267 "
1003111,Dean,P00249542,F,18-25,25,1,Andhra Pradesh,Southern,Banking,Auto,4," $23,252 "
1000687,Neola,P00156442,M,26-35,35,0,Kerala,Southern,Aviation,Auto,1," $23,247 "
1003267,Trupti,P00144242,M,26-35,30,1,Uttar Pradesh,Central,Banking,Hand & Power Tools,2," $23,246 "
1001182,Zypern,P00122442,M,0-17,16,0,Andhra Pradesh,Southern,Food Processing,Auto,4," $23,239 "
1005383,Ellison,P0096942,F,36-45,40,0,Andhra Pradesh,Southern,Aviation,Auto,2," $23,201 "
1004303,Jane,P00201442,F,26-35,35,1,Andhra Pradesh,Southern,Aviation,Auto,2," $23,185 "
1005493,Stewart,P00036242,M,36-45,45,1,Andhra Pradesh,Southern,Agriculture,Hand & Power Tools,3," $23,160 "
1000728,Breyer,P00113942,F,26-35,28,0,Andhra Pradesh,Southern,Banking,Auto,1," $23,154 "
1002966,Jesslyn,P00121642,M,26-35,32,1,Delhi,Central,Construction,Auto,3," $23,103 "
1001726,Abhijit,P00105042,F,26-35,32,0,Andhra Pradesh,Southern,Retail,Auto,4," $23,066 "
1001404,Vineet,P00141842,F,51-55,53,0,Andhra Pradesh,Southern,IT Sector,Auto,2," $23,053 "
1005267,Elizabeth,P00115342,F,36-45,43,1,Andhra Pradesh,Southern,IT Sector,Auto,3," $23,047 "
1003745,Shivani,P00220042,M,26-35,29,0,Haryana,Northern,IT Sector,Stationery,2," $21,563 "
1001884,Eugene,P00339042,F,46-50,47,0,Delhi,Central,Textile,Stationery,1," $21,547 "
1001804,Ishit,P00000642,F,26-35,35,0,Delhi,Central,Lawyer,Stationery,1," $21,533 "
1005359,Schwarz,P00302742,F,18-25,22,1,Delhi,Central,Media,Stationery,1," $21,503 "
1000151,Sujay,P00150342,M,26-35,34,1,Karnataka,Southern,IT Sector,Stationery,2," $21,495 "
1001389,Smriti,P00261542,F,26-35,33,1,Delhi,Central,Agriculture,Stationery,3," $21,463 "
1002665,Champaklata,P00261842,F,36-45,36,0,Delhi,Central,IT Sector,Stationery,4," $21,427 "
1002496,Patil,P00114042,F,51-55,52,0,Delhi,Central,IT Sector,Stationery,4," $21,423 "
1001442,Atharv,P00145042,M,18-25,18,1,Delhi,Central,Construction,Stationery,2," $21,401 "
1000379,Thais,P00121642,M,36-45,39,0,Maharashtra,Western,Healthcare,Stationery,3," $21,397 "
1003916,Surabhi,P00003242,M,26-35,34,1,Delhi,Central,Agriculture,Stationery,4," $21,388 "
1001687,Bruce,P00265242,F,26-35,33,0,Maharashtra,Western,Govt,Stationery,4," $21,325 "
1000423,Saurabh,P00046742,M,18-25,21,0,Delhi,Central,Automobile,Stationery,2," $21,320 "
1002395,Vaibhavi,P00220342,F,36-45,38,1,Delhi,Central,Aviation,Stationery,2," $21,317 "
1004728,Larry,P00037042,F,26-35,28,0,Delhi,Central,IT Sector,Stationery,4," $21,293 "
1005054,Parhena,P0096542,F,36-45,37,0,Delhi,Central,Hospitality,Stationery,1," $21,266 "
1004489,Pete,P00216742,M,18-25,20,0,Delhi,Central,Construction,Stationery,1," $21,259 "
1001865,Cyra,P00213742,M,18-25,23,1,Kerala,Southern,Media,Stationery,2," $21,246 "
1003022,Rozendal,P00130742,F,26-35,34,0,Delhi,Central,Banking,Stationery,4," $21,218 "
1001657,Jack,P00248442,M,46-50,49,0,Andhra Pradesh,Southern,Govt,Stationery,2," $21,178 "
1003751,Victor,P00129542,M,36-45,38,1,Karnataka,Southern,Media,Stationery,1," $21,178 "
1000179,Debra,P00261642,F,26-35,30,0,Delhi,Central,Aviation,Stationery,4," $21,152 "
1000438,Bhosale,P00182542,F,18-25,25,0,Madhya Pradesh,Central,IT Sector,Tupperware,2," $21,079 "
1003618,Keshav,P00248942,M,18-25,19,1,Maharashtra,Western,Media,Tupperware,1," $21,058 "
1003415,Arsheen,P00152742,M,36-45,42,0,Delhi,Central,Hospitality,Stationery,1," $21,039 "
1002485,Kaydos,P00302342,F,36-45,38,1,Gujarat,Western,Media,Tupperware,3," $21,013 "
1001495,Fjeld,P00064042,F,18-25,21,1,Delhi,Central,IT Sector,Stationery,4," $21,009 "
1004607,Turumella,P00173342,M,26-35,35,0,Delhi,Central,Govt,Stationery,4," $20,981 "
1005316,Vernon,P00278642,F,18-25,24,1,Kerala,Southern,Govt,Tupperware,4," $20,967 "
1000461,Connell,P00142942,M,51-55,52,1,Himachal Pradesh,Northern,Healthcare,Stationery,2," $20,965 "
1000154,Shami,P00306042,F,51-55,53,1,Karnataka,Southern,Textile,Footwear & Shoes,4," $20,965 "
1000749,Flanagan,P00114342,F,36-45,37,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,2," $20,963 "
1006040,Pond,P00271242,F,26-35,28,1,Delhi,Central,IT Sector,Footwear & Shoes,1," $20,960 "
1001284,O'Brian,P00157142,M,46-50,50,0,Karnataka,Southern,Banking,Footwear & Shoes,3," $20,960 "
1004269,Namrata,P00345242,F,36-45,40,0,Delhi,Central,Lawyer,Footwear & Shoes,1," $20,959 "
1001496,Haushalter,P00067942,F,26-35,35,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1," $20,955 "
1003007,Maurice,P00191942,F,36-45,45,0,Delhi,Central,Banking,Stationery,4," $20,952 "
1004715,Snel,P00217442,F,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,3," $20,950 "
1000306,Patrick,P00303242,F,18-25,18,0,Maharashtra,Western,Aviation,Tupperware,3," $20,949 "
1000855,Sung,P00240042,M,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,3," $20,948 "
1001183,Mahima,P00084842,F,36-45,43,1,Delhi,Central,Aviation,Footwear & Shoes,4," $20,945 "
1005954,Charlotte,P00156242,F,46-50,48,1,Karnataka,Southern,Automobile,Footwear & Shoes,2," $20,944 "
1005627,Anubhaw,P00123142,M,26-35,28,0,Delhi,Central,IT Sector,Stationery,1," $20,943 "
1002165,Black,P00260442,F,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,1," $20,938 "
1004416,Airdo,P00213742,F,18-25,23,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,2," $20,933 "
1000850,Bhawna,P00319942,F,36-45,44,0,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3," $20,932 "
1002888,Corey-Lock,P00255842,F,26-35,34,0,Andhra Pradesh,Southern,Automobile,Tupperware,2," $20,930 "
1001891,Akin,P00192542,F,46-50,46,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,1," $20,929 "
1001019,Neil,P00259142,F,36-45,43,1,Delhi,Central,Govt,Footwear & Shoes,2," $20,928 "
1002306,Lisha,P00084242,M,18-25,21,1,Jharkhand,Eastern,Textile,Footwear & Shoes,3," $20,925 "
1001179,Amlan,P00208742,M,51-55,54,0,Delhi,Central,IT Sector,Footwear & Shoes,3," $20,920 "
1004957,Inderpreet,P00163442,F,26-35,34,1,Delhi,Central,Healthcare,Footwear & Shoes,1," $20,914 "
1004079,Fisher,P00284742,F,36-45,44,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,2," $20,914 "
1002124,Linda,P00369042,F,26-35,29,0,Karnataka,Southern,Retail,Footwear & Shoes,3," $20,912 "
1004335,Aryan,P00075542,F,36-45,38,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4," $20,912 "
1000280,Kajal,P00216042,F,51-55,55,0,Delhi,Central,Hospitality,Footwear & Shoes,2," $20,908 "
1003311,Neola,P00142742,F,26-35,26,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1," $20,908 "
1004161,Murray,P00345642,F,46-50,46,0,Karnataka,Southern,Retail,Footwear & Shoes,4," $20,906 "
1004285,Bhishm,P00315842,M,36-45,38,0,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,3," $20,900 "
1000445,Sukruta,P00114042,F,46-50,47,0,Delhi,Central,Retail,Footwear & Shoes,1," $20,896 "
1003265,Arti,P00184942,F,26-35,35,0,Uttar Pradesh,Central,Food Processing,Stationery,1," $20,883 "
1003396,Akshay,P00178242,F,26-35,31,1,Delhi,Central,Textile,Footwear & Shoes,4," $20,875 "
1002380,Swati,P00124642,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2," $20,874 "
1002059,Mathew,P00114142,F,36-45,41,0,Karnataka,Southern,IT Sector,Footwear & Shoes,1," $20,874 "
1001335,Kushal,P00108942,F,36-45,42,0,Delhi,Central,IT Sector,Footwear & Shoes,1," $20,873 "
1004838,Luxemburg,P00062842,F,46-50,49,0,Delhi,Central,Lawyer,Footwear & Shoes,3," $20,870 "
1001015,Bharat,P00289942,F,36-45,44,0,Delhi,Central,Chemical,Stationery,2," $20,867 "
1000549,Sharda,P00113542,F,26-35,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2," $20,865 "
1001954,Steele,P00294542,M,26-35,31,1,Jharkhand,Eastern,IT Sector,Footwear & Shoes,3," $20,863 "
1001912,Hazel,P00087442,F,26-35,27,0,Bihar,Eastern,Automobile,Tupperware,3," $20,860 "
1003918,Shariari,P00334242,F,26-35,32,0,Karnataka,Southern,Retail,Footwear & Shoes,3," $20,855 "
1001896,Brittain,P00117142,M,55+,66,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,2," $20,853 "
1002445,Shiva,P00184042,F,26-35,28,0,Delhi,Central,Aviation,Stationery,4," $20,852 "
1002279,Noah,P00368342,F,51-55,52,0,Karnataka,Southern,Aviation,Footwear & Shoes,4," $20,850 "
1002898,Kotsonis,P00309242,F,18-25,19,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4," $20,847 "
1004277,Sanjay,P00315442,F,36-45,45,1,Delhi,Central,Construction,Footwear & Shoes,2," $20,840 "
1003576,Alejandro,P00101342,M,51-55,53,1,Maharashtra,Western,Aviation,Footwear & Shoes,4," $20,837 "
1003724,Devendra,P00232442,F,36-45,36,0,Delhi,Central,Aviation,Footwear & Shoes,2," $20,833 "
1003384,Sujay,P00033742,F,36-45,41,1,Delhi,Central,Banking,Footwear & Shoes,4," $20,819 "
1003051,Moren,P00288342,F,18-25,22,0,Uttar Pradesh,Central,Govt,Tupperware,1," $20,816 "
1003311,Neola,P00228142,F,26-35,30,1,Karnataka,Southern,Hospitality,Footwear & Shoes,3," $20,815 "
1004782,Philippe,P00114942,M,46-50,46,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1," $20,815 "
1003998,Patterson,P00232242,F,46-50,47,0,Delhi,Central,IT Sector,Footwear & Shoes,4," $20,812 "
1000284,George,P00034742,F,26-35,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2," $20,807 "
1000509,Rohan,P00278042,F,26-35,28,0,Delhi,Central,Banking,Footwear & Shoes,2," $20,805 "
1000838,Divyeshkumar,P00363542,M,51-55,53,1,Gujarat,Western,Hospitality,Footwear & Shoes,4," $20,796 "
1000838,Divyeshkumar,P00363542,M,51-55,53,1,Rajasthan,Northern,Hospitality,Footwear & Shoes,2," $20,796 "
1002060,Lynn,P00351042,M,0-17,15,0,Bihar,Eastern,Healthcare,Footwear & Shoes,4," $20,788 "
1000850,Bhawna,P00324342,M,36-45,40,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3," $20,783 "
1005522,Mitch,P00179742,F,26-35,35,1,Delhi,Central,Automobile,Footwear & Shoes,1," $20,770 "
1005153,Ivan,P00190242,F,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4," $20,767 "
1002122,Avila,P00161442,F,36-45,40,0,Karnataka,Southern,Aviation,Footwear & Shoes,1," $20,767 "
1000984,Ben,P00248142,F,51-55,52,0,Madhya Pradesh,Central,IT Sector,Tupperware,2," $20,757 "
1005220,Amlan,P00209842,F,26-35,27,1,Delhi,Central,Aviation,Footwear & Shoes,2," $20,752 "
1001202,Diwakar,P00205442,F,36-45,45,0,Delhi,Central,IT Sector,Footwear & Shoes,2," $20,752 "
1006014,Sharelle,P00183142,F,46-50,48,0,Karnataka,Southern,Aviation,Footwear & Shoes,4," $20,751 "
1005111,Amisha,P00177842,F,36-45,38,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4," $20,751 "
1004227,William,P00059242,F,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3," $20,745 "
1001331,Foulston,P00248942,F,46-50,47,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,4," $20,745 "
1004937,Ferrer,P00112842,F,36-45,40,1,Uttar Pradesh,Central,Media,Footwear & Shoes,2," $20,744 "
1005600,Muskan,P00085242,M,46-50,47,0,Haryana,Northern,Automobile,Tupperware,1," $20,739 "
1000791,Stuart,P00127842,M,36-45,44,1,Karnataka,Southern,IT Sector,Footwear & Shoes,2," $20,739 "
1003888,Beth,P00242742,F,46-50,46,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2," $20,729 "
1006016,Sauptik,P00183742,F,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,4," $20,714 "
1000604,Pistek,P00304642,F,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4," $20,712 "
1000173,Muhammed,P00057642,F,26-35,29,1,Uttar Pradesh,Central,Banking,Tupperware,1," $20,707 "
1004284,Piyam,P00032042,F,51-55,53,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1," $20,705 "
1002994,Hemant,P00000142,F,36-45,42,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2," $20,691 "
1004016,Dowd,P00123842,M,51-55,51,1,Uttar Pradesh,Central,Aviation,Furniture,3," $20,689 "
1005788,Bixby,P00130642,F,26-35,26,1,Karnataka,Southern,Banking,Footwear & Shoes,2," $20,688 "
1001184,Brandow,P00146342,M,26-35,30,0,Maharashtra,Western,Media,Footwear & Shoes,4," $20,678 "
1000053,Howell,P00120442,F,26-35,33,1,Karnataka,Southern,Aviation,Footwear & Shoes,4," $20,677 "
1002511,Ananya,P00148642,M,26-35,34,0,Kerala,Southern,Chemical,Furniture,1," $20,677 "
1004377,Sibella,P00298942,M,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,3," $20,676 "
1005481,Wale,P00277642,F,46-50,46,0,Maharashtra,Western,Govt,Furniture,1," $20,673 "
1003940,Kritika,P00159442,F,36-45,36,1,Karnataka,Southern,Automobile,Footwear & Shoes,1," $20,669 "
1000687,Neola,P00344542,M,26-35,26,0,Delhi,Central,Chemical,Tupperware,4," $20,668 "
1000889,Parth,P00021842,F,46-50,50,1,Delhi,Central,Lawyer,Footwear & Shoes,1," $20,668 "
1000167,Brooke,P00322142,M,26-35,32,0,Maharashtra,Western,Food Processing,Furniture,2," $20,666 "
1004972,Barcio,P00249542,F,36-45,38,0,Karnataka,Southern,Banking,Footwear & Shoes,3," $20,665 "
1003094,Pelletier,P00223642,F,36-45,41,1,Karnataka,Southern,Retail,Footwear & Shoes,1," $20,664 "
1000157,Michelle,P00117842,F,36-45,43,0,Karnataka,Southern,Automobile,Footwear & Shoes,3," $20,661 "
1001015,Bharat,P00109842,M,36-45,40,0,Delhi,Central,Food Processing,Footwear & Shoes,3," $20,660 "
1003468,Divyansh,P00059442,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2," $20,659 "
1002251,Raglin,P00337442,F,36-45,36,1,Delhi,Central,Media,Footwear & Shoes,1," $20,659 "
1005014,Kajal,P00122442,F,46-50,50,0,Karnataka,Southern,IT Sector,Tupperware,1," $20,659 "
1003085,Natalie,P00267542,F,26-35,32,0,Delhi,Central,IT Sector,Footwear & Shoes,4," $20,657 "
1004112,Mrunal,P00190242,F,46-50,47,1,Delhi,Central,Hospitality,Footwear & Shoes,3," $20,654 "
1002592,Nikita,P00356842,F,51-55,51,0,Maharashtra,Western,Media,Tupperware,2," $20,644 "
1001298,Siddharth,P00349142,F,36-45,36,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,1," $20,642 "
1002537,Cindy,P00359242,M,36-45,42,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4," $20,641 "
1000971,Savi,P00016542,F,26-35,32,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,1," $20,628 "
1001103,Yaanvi,P00334242,M,46-50,48,0,Delhi,Central,IT Sector,Tupperware,1," $20,627 "
1003081,Kalyani,P00218642,F,26-35,32,0,Uttarakhand,Central,Food Processing,Furniture,1," $20,623 "
1002164,McCrossin,P00110942,M,36-45,41,0,Himachal Pradesh,Northern,Banking,Furniture,4," $20,622 "
1003635,Calhoun,P00273042,F,51-55,54,0,Delhi,Central,Retail,Footwear & Shoes,4," $20,620 "
1001030,Selesnick,P00162442,F,26-35,33,0,Karnataka,Southern,Chemical,Footwear & Shoes,4," $20,619 "
1001029,Parakh,P00317842,F,26-35,30,0,Karnataka,Southern,Lawyer,Footwear & Shoes,3," $20,615 "
1003311,Neola,P00180442,F,26-35,29,0,Delhi,Central,IT Sector,Footwear & Shoes,3," $20,608 "
1003416,Vaibhavi,P00100642,F,26-35,27,1,Uttarakhand,Central,Media,Furniture,4," $20,608 "
1004573,Cari,P00071442,M,51-55,51,1,Haryana,Northern,Aviation,Furniture,4," $20,607 "
1004179,Sink,P00100842,M,36-45,43,1,Karnataka,Southern,Textile,Furniture,1," $20,607 "
1005661,Geld,P00148042,M,26-35,31,0,Maharashtra,Western,Healthcare,Tupperware,1," $20,606 "
1001736,Martinez,P00227942,M,55+,72,1,Uttar Pradesh,Central,Textile,Footwear & Shoes,2," $20,603 "
1003401,Ameesha,P00120342,F,36-45,39,0,Maharashtra,Western,IT Sector,Footwear & Shoes,2," $20,602 "
1001835,Jamie,P00180642,F,26-35,31,0,Karnataka,Southern,Aviation,Footwear & Shoes,4," $20,600 "
1002899,McCarthy,P00193642,M,36-45,42,1,Karnataka,Southern,Automobile,Footwear & Shoes,1," $20,600 "
1002860,Chad,P00033942,F,36-45,40,0,Delhi,Central,IT Sector,Footwear & Shoes,1," $20,598 "
1004362,Prichep,P00015742,F,26-35,26,1,Karnataka,Southern,Chemical,Footwear & Shoes,3," $20,598 "
1001147,Lanier,P00296642,F,26-35,27,0,Kerala,Southern,IT Sector,Tupperware,3," $20,598 "
1004953,Sukrith,P00015542,F,36-45,39,0,Kerala,Southern,Healthcare,Furniture,3," $20,596 "
1005884,Elliston,P00112542,F,18-25,25,1,Kerala,Southern,Banking,Furniture,2," $20,594 "
1002765,Bergman,P00127942,F,51-55,55,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2," $20,589 "
1005140,Arthur,P00157642,F,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1," $20,588 "
1004161,Murray,P00265242,F,46-50,50,1,Uttar Pradesh,Central,Banking,Furniture,1," $20,588 "
1003697,Toch,P00250342,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,4," $20,586 "
1002041,Dahlen,P00115142,M,26-35,31,1,Madhya Pradesh,Central,Banking,Furniture,3," $20,586 "
1003726,Randy,P00274042,F,26-35,34,1,Karnataka,Southern,Lawyer,Footwear & Shoes,2," $20,581 "
1001803,Pradeep,P00249642,F,26-35,33,1,Maharashtra,Western,Chemical,Footwear & Shoes,2," $20,579 "
1005814,Aayushi,P00113442,M,26-35,30,1,Karnataka,Southern,IT Sector,Furniture,4," $20,573 "
1004901,Aparajita,P00120242,F,26-35,29,0,Delhi,Central,Banking,Footwear & Shoes,4," $20,572 "
1003958,Arsheen,P0096942,F,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3," $20,570 "
1003563,Becky,P00249842,F,26-35,34,0,Kerala,Southern,Healthcare,Furniture,4," $20,570 "
1002793,Aniket,P00207742,F,36-45,42,1,Maharashtra,Western,Govt,Tupperware,3," $20,569 "
1003283,Gute,P00233542,M,36-45,38,1,Delhi,Central,Textile,Footwear & Shoes,3," $20,566 "
1001941,Gopal,P00184942,M,36-45,26,1,Delhi,Central,Chemical,Footwear & Shoes,4," $20,559 "
1004279,Soumya,P00032142,F,26-35,28,1,Uttar Pradesh,Central,Banking,Furniture,1," $20,558 "
1001181,Cathy,P00278642,F,36-45,40,1,Delhi,Central,Media,Footwear & Shoes,1," $20,553 "
1003211,Jason,P00211242,M,51-55,54,0,Gujarat,Western,Construction,Furniture,4," $20,550 "
1000216,Gjertsen,P00323042,F,46-50,47,1,Delhi,Central,Aviation,Footwear & Shoes,2," $20,549 "
1003618,Keshav,P00233442,M,18-25,19,0,Bihar,Eastern,Aviation,Footwear & Shoes,2," $20,548 "
1004354,Zydlo,P00153142,F,36-45,41,0,Delhi,Central,Govt,Footwear & Shoes,3," $20,547 "
1000793,Staavos,P00068042,M,36-45,41,0,Karnataka,Southern,Healthcare,Furniture,1," $20,546 "
1003690,Fein,P0099242,F,18-25,24,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4," $20,544 "
1004122,Aastha,P00118142,F,18-25,23,0,Kerala,Southern,Hospitality,Furniture,1," $20,543 "
1003503,Lloyd,P00344842,F,18-25,25,0,Madhya Pradesh,Central,Govt,Furniture,3," $20,540 "
1002852,Harshita,P00123142,F,26-35,29,0,Delhi,Central,Media,Footwear & Shoes,2," $20,537 "
1001004,Kirkland,P00036342,M,26-35,34,0,Delhi,Central,Retail,Footwear & Shoes,1," $20,536 "
1000390,Trafton,P00319042,M,26-35,29,0,Haryana,Northern,Automobile,Footwear & Shoes,4," $20,536 "
1003099,Shahid,P00127542,F,26-35,26,0,Karnataka,Southern,Aviation,Footwear & Shoes,2," $20,536 "
1002201,Dodson,P00127642,F,55+,83,1,Madhya Pradesh,Central,Govt,Furniture,1," $20,533 "
1002271,Redmond,P00193542,F,51-55,55,0,Gujarat,Western,Aviation,Tupperware,1," $20,529 "
1004327,Payne,P00153842,F,36-45,37,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4," $20,525 "
1001835,Jamie,P00304942,F,26-35,34,1,Delhi,Central,Chemical,Footwear & Shoes,4," $20,516 "
1003475,Cousins,P00227942,M,26-35,29,1,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,4," $20,515 "
1001613,Eva,P00173342,F,18-25,23,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1," $20,512 "
1005680,Mary,P00277642,F,51-55,51,1,Delhi,Central,Food Processing,Footwear & Shoes,1," $20,511 "
1004979,Kennedy,P00346042,F,36-45,39,1,Karnataka,Southern,Media,Footwear & Shoes,1," $20,509 "
1004819,Swetha,P00269642,F,36-45,41,1,Delhi,Central,Automobile,Footwear & Shoes,1," $20,508 "
1003580,Maxwell,P00018042,M,18-25,20,1,Telangana,Southern,Healthcare,Footwear & Shoes,1," $20,508 "
1001861,Eno,P00295842,F,51-55,52,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2," $20,508 "
1001618,Eugene,P00109742,M,51-55,53,0,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4," $20,505 "
1002330,Sumeet,P00129842,F,46-50,48,0,Delhi,Central,Aviation,Footwear & Shoes,4," $20,503 "
1004013,Michelle,P00182242,F,26-35,31,1,Karnataka,Southern,Chemical,Footwear & Shoes,2," $20,502 "
1005178,Edelman,P00346142,F,51-55,55,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3," $20,502 "
1001162,Rose,P00057742,M,36-45,40,1,Karnataka,Southern,Banking,Footwear & Shoes,4," $20,501 "
1004680,Ballard,P00215542,F,36-45,45,0,Delhi,Central,Textile,Footwear & Shoes,1," $20,500 "
1005108,Erica,P00158742,M,26-35,26,0,Himachal Pradesh,Northern,Aviation,Furniture,4," $20,495 "
1005446,Sheetal,P00059442,M,51-55,52,0,Karnataka,Southern,Chemical,Furniture,1," $20,494 "
